0.088338,0.0029931
0.062444,-0.062556
0.0041804,-0.088289
-0.042119,-0.077707
-0.062598,-0.062402
-0.067297,-0.057302
-0.065741,-0.059082
-0.063492,-0.061492
-0.062564,-0.062436
-0.062519,-0.062481
-0.0625,-0.0625
-0.062516,-0.062484
-0.062527,-0.062473
-0.063185,-0.061807
-0.065237,-0.059638
-0.067254,-0.057353
-0.064429,-0.060509
-0.048057,-0.074183
-0.007047,-0.088107
0.052642,-0.071002
0.088053,-0.0076945
0.063453,0.061533
0.0043096,0.088283
-0.041257,0.078169
-0.059768,0.065118
-0.063248,0.061743
-0.066554,0.058164
-0.078853,0.039933
-0.088388,0.00026827
-0.077738,-0.042064
-0.063786,-0.061187
-0.071532,-0.05192
-0.088052,-0.0077034
-0.067528,0.05703
-0.0050584,0.088243
0.046079,0.075427
0.061661,0.063328
0.047308,0.074662
0.0051054,0.088241
-0.039924,0.078858
-0.0582,0.066523
-0.046107,0.07541
-0.0050144,0.088246
0.039947,0.078846
0.0582,0.066523
0.046088,0.075422
0.0049763,0.088248
-0.040814,0.078401
-0.061121,0.063849
-0.051899,0.071547
-0.0077034,0.088052
0.057047,0.067514
0.088246,0.0050202
0.074902,-0.046927
0.060475,-0.064462
0.070118,-0.053814
0.087606,-0.01173
0.071823,0.051517
0.0077473,0.088048
-0.062226,0.062773
-0.088388,0.0003123
-0.074154,-0.048101
-0.060436,-0.064498
-0.070692,-0.053058
-0.088044,-0.0077942
-0.067531,0.057027
-0.0050202,0.088246
0.046927,0.074902
0.064462,0.060475
0.053814,0.070118
0.01173,0.087606
-0.051517,0.071823
-0.088048,0.0077473
-0.062773,-0.062226
-0.0003123,-0.088388
0.04812,-0.074142
0.064524,-0.060408
0.053835,-0.070102
0.01173,-0.087606
-0.051517,-0.071823
-0.088048,-0.0077473
-0.062773,0.062226
-0.0003123,0.088388
0.04812,0.074142
0.064524,0.060408
0.053835,0.070102
0.01173,0.087606
-0.051499,0.071836
-0.088045,0.0077853
-0.063455,-0.06153
-0.0042714,-0.088285
0.042116,-0.077709
0.062625,-0.062375
0.067911,-0.056574
0.068297,-0.056107
0.067525,-0.057034
0.061692,-0.063298
0.041233,-0.078182
0.00039763,-0.088387
-0.041181,-0.078209
-0.058268,-0.066463
-0.04611,-0.075408
-0.0049763,-0.088248
0.040814,-0.078401
0.061121,-0.063849
0.051917,-0.071534
0.0077415,-0.088049
-0.056299,-0.068139
-0.087932,-0.0089682
-0.078384,0.040847
-0.062467,0.062533
-0.057339,0.067266
-0.05911,0.065715
-0.062188,0.062811
-0.065175,0.059705
-0.067223,0.05739
-0.064403,0.060537
-0.047236,0.074708
-0.0030931,0.088334
0.058101,0.066609
0.088251,0.0049292
0.074888,-0.046949
0.060475,-0.064462
0.070118,-0.053814
0.087606,-0.01173
0.071836,0.051499
0.0077853,0.088045
-0.06153,0.063455
